ID	URI	Index Page	Entry	Name (auto)	Name (curated)	Identity (auto)	Identity (curated)	Refs	Alternate Names	Alternate Names (auto)	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3	Match 1	Match 2	Match 3	Related Place	Related Place URI	Sort	Place Type (auto)	Place Type (curated)	Multiple?
379	https://usaybia.net/place/379	472	Mihrān, the River Indus	Mihrān	Mihrān	the River Indus	the River Indus	8.21.2n; 8.21.3; 8.21.4	Indus											496	river	river	
380	https://usaybia.net/place/380	472	Miletus, ancient Greek city on the western coast of Asia Minor	Miletus	Miletus	ancient Greek city on the western coast of Asia Minor	ancient Greek city on the western coast of Asia Minor	4.3.4.1												497	settlement	settlement	
381	https://usaybia.net/place/381	472	Minā, a place near Mecca	Minā	Minā	a place near Mecca	a place near Mecca	7.1.6n												498	#N/A	designated-space	
		472	Miṣr `see` Egypt `and` Cairo	Miṣr	Miṣr							Egypt	Cairo		Egypt	Cairo				499	#N/A	#N/A	
		472	Miṣr al-ʿAtīqah, Miṣr al-Qadīmah `see` Fustat	Miṣr al-ʿAtīqah	Miṣr al-ʿAtīqah							Fustat			Fustat					500	#N/A	#N/A	
382	https://usaybia.net/place/382	472	Monastir (al-Munastīr), city on the coast of Tunisia	Monastir	Monastir	city on the coast of Tunisia	city on the coast of Tunisia	13.3.2.1; 13.58.4.1	al-Munastīr	al-Munastīr	al-Munastīr									501	settlement	settlement	
383	https://usaybia.net/place/383	472	Mopsuestia (Maṣṣīṣā), city of Cilicia in southern Anatolia	Mopsuestia	Mopsuestia	city of Cilicia in southern Anatolia	city of Cilicia in southern Anatolia	4.1.11.2	Maṣṣīṣā	Maṣṣīṣā	Maṣṣīṣā									502	settlement	settlement	
384	https://usaybia.net/place/384	472	Mosque of al-Ḥājib Luʾluʾ (Masjid al-Ḥājib Luʾluʾ), in Cairo	Mosque of al-Ḥājib Luʾluʾ	Mosque of al-Ḥājib Luʾluʾ	in Cairo	in Cairo	15.40.3		Masjid al-Ḥājib Luʾluʾ	Masjid al-Ḥājib Luʾluʾ									503	mosque	mosque	
385	https://usaybia.net/place/385	472	Mosque of al-Khabūshānī (Masjid al-Khabūshānī), in Damascus	Mosque of al-Khabūshānī	Mosque of al-Khabūshānī	in Damascus	in Damascus	14.36.2		Masjid al-Khabūshānī	Masjid al-Khabūshānī									504	mosque	mosque	
386	https://usaybia.net/place/386	472	Mosul (al-Mawṣil), a city in northern Iraq on the west bank of the Tigris near ancient Nineveh	Mosul	Mosul	a city in northern Iraq on the west bank of the Tigris near ancient Nineveh	a city in northern Iraq on the west bank of the Tigris near ancient Nineveh	1.11n; 8.5.4; 9.35; 10.38.4; 10.46.2; 10.47; 10.49; 10.63.2; 10.68.1.4; 10.69.4 no. 5n; 10.81.1; 10.81.2; 10.81.4; 10.81.6; 10.82; 10.83.1; 10.83.2; 10.83.3; 10.83.4; 11.13.7.9(p); 11.21; 14.26.3 no. 2n; 15.4; 15.5; 15.24; 15.40.1; 15.40.3	al-Mawṣil	al-Mawṣil	al-Mawṣil									505	settlement	settlement	
387	https://usaybia.net/place/387	472	Mount Ajaʾ, a mountain in the Jabal Ṭayyiʾ region	Mount Ajaʾ	Mount Ajaʾ	a mountain in the Jabal Ṭayyiʾ region	a mountain in the Jabal Ṭayyiʾ region	8.10.4n												506	#REF!	mountain	
388	https://usaybia.net/place/388	472	Mount Ḥaḍan, in Arabia	Mount Ḥaḍan	Mount Ḥaḍan	in Arabia	in Arabia	7.5.6(p)												507	#REF!	mountain	
389	https://usaybia.net/place/389	472	Mount Lebanon, a mountain range in Lebanon	Mount Lebanon	Mount Lebanon	a mountain range in Lebanon	a mountain range in Lebanon	15.45.4												508	#REF!	natural-feature	
391	https://usaybia.net/place/391	472	Mount Qāsiyūn, a mountain overlooking Damascus	Mount Qāsiyūn	Mount Qāsiyūn	a mountain overlooking Damascus	a mountain overlooking Damascus	15.13; 15.21; 15.34; 15.36.1.4; 15.37; 15.50.6; 15.51.4; 15.57.2	Qāsiyūn											509	#REF!	mountain	
392	https://usaybia.net/place/392	472	Mount Salmā, a mountain in the Jabal Ṭayyiʾ region	Mount Salmā	Mount Salmā	a mountain in the Jabal Ṭayyiʾ region	a mountain in the Jabal Ṭayyiʾ region	8.10.4n												510	#REF!	mountain	
393	https://usaybia.net/place/393	472	Mount Sinai (Ṭūr Sīnāʾ),	Mount Sinai	Mount Sinai			1.1	Sinai, Ṭūr Sīnāʾ	Ṭūr Sīnāʾ	Ṭūr Sīnāʾ									511	#REF!	mountain	
394	https://usaybia.net/place/394	472	Mufaḍḍal Lane (Darb al-Mufaḍḍal), location in East Baghdad	Mufaḍḍal Lane	Mufaḍḍal Lane	location in East Baghdad	location in East Baghdad	10.5.2		Darb al-Mufaḍḍal	Darb al-Mufaḍḍal									512	designated-space	designated-space	
		472	al-Muḥammadiyyah `see` Dayr Banī l-Ṣaqr	al-Muḥammadiyyah	al-Muḥammadiyyah							Dayr Banī l-Ṣaqr			Dayr Banī l-Ṣaqr					513	monastery	monastery	
		472	Mukrān `see` Makrān	Mukrān	Mukrān							Makrān			Makrān					514	#N/A	#N/A	
		472	al-Munastīr `see` Monastir	al-Munastīr	al-Munastīr							Monastir			Monastir					515	#N/A	#N/A	
395	https://usaybia.net/place/395	472	al-Munaybiʿ, a locality just west of Damascus in Syria	al-Munaybiʿ	al-Munaybiʿ	a locality just west of Damascus in Syria	a locality just west of Damascus in Syria	15.33												516	#N/A	unknown	
		472	Mūrāṭīr `see` Murviedro	Mūrāṭīr	Mūrāṭīr							Murviedro			Murviedro					517	#N/A	#N/A	
396	https://usaybia.net/place/396	472	Murcia (Mursiyah), a city in south-east al-Andalus	Murcia	Murcia	a city in south-east al-Andalus	a city in south-east al-Andalus	13.42; 13.53; 13.62.2.2; 13.81.2n; 13.83; 15.8.1n		Mursiyah	Mursiyah									518	settlement	settlement	
397	https://usaybia.net/place/397	472	Murviedro (Mūrāṭīr), city in Spain known today as Sagunto	Murviedro	Murviedro	city in Spain known today as Sagunto	city in Spain known today as Sagunto	13.68.1	Mūrāṭīr	Mūrāṭīr	Mūrāṭīr, Sagunto									519	settlement	settlement	
398	https://usaybia.net/place/398	472	al-Mushaqqar, a settlement and port on the eastern coast of Arabia, exact location unknown	al-Mushaqqar	al-Mushaqqar	a settlement and port on the eastern coast of Arabia, exact location unknown	a settlement and port on the eastern coast of Arabia, exact location unknown	10.1.3												520	settlement	settlement	
399	https://usaybia.net/place/399	472	Mutān, a village near Ṣarkhad in Syria	Mutān	Mutān	a village near Ṣarkhad in Syria	a village near Ṣarkhad in Syria	10.83.4												521	settlement	settlement	
400	https://usaybia.net/place/400	472	Muṭbaq, name of a prison in the southern part of Baghdad	Muṭbaq	Muṭbaq	name of a prison in the southern part of Baghdad	name of a prison in the southern part of Baghdad	8.29.16												522	building	building	
401	https://usaybia.net/place/401	472	Mysia, a region in the northwest part of ancient Anatolia	Mysia	Mysia	a region in the northwest part of ancient Anatolia	a region in the northwest part of ancient Anatolia	1.1												523	region	region	
402	https://usaybia.net/place/402	472	Nablus (Nābulus), a city approximately 49 km N. of Jerusalem	Nablus	Nablus	a city approximately 49 km N. of Jerusalem	a city approximately 49 km N. of Jerusalem	15.51.5		Nābulus	Nābulus									524	settlement	settlement	
		472	Nadrūmah `see` Nedroma	Nadrūmah	Nadrūmah							Nedroma			Nedroma					525	#N/A	#N/A	
403	https://usaybia.net/place/403	472	Najaf, town in south central Iraq	Najaf	Najaf	town in south central Iraq	town in south central Iraq	8.9												526	settlement	settlement	
404	https://usaybia.net/place/404	472	Najd, central Arabian plateau	Najd	Najd	central Arabian plateau	central Arabian plateau	14.47.1(p); 15.51.10.2(p)												527	natural-feature	natural-feature	
405	https://usaybia.net/place/405	472	Naḥlah (Nahle), village near Baalbek	Naḥlah	Naḥlah	village near Baalbek	village near Baalbek	15.37.4(p)		Nahle	Nahle									528	settlement	settlement	
		472	Nahr Bānyās `see` Bānyās canal	Nahr Bānyās	Nahr Bānyās							Bānyās canal			Bānyās canal					529	canal	canal	
406	https://usaybia.net/place/406	472	Nahr ʿĪsā, canal in Baghdad	Nahr ʿĪsā	Nahr ʿĪsā	canal in Baghdad	canal in Baghdad	10.4.4.2n												530	canal	canal	
407	https://usaybia.net/place/407	472	Nahr al-Kalbah, one of the canals of Baghdad	Nahr al-Kalbah	Nahr al-Kalbah	one of the canals of Baghdad	one of the canals of Baghdad	8.11												531	canal	canal	
408	https://usaybia.net/place/408	472	Nahr al-Mahdī, one of the canals of Baghdad	Nahr al-Mahdī	Nahr al-Mahdī	one of the canals of Baghdad	one of the canals of Baghdad	8.10.3												532	canal	canal	
409	https://usaybia.net/place/409	472	Nahr al-Malik, canal and district in Baghdad	Nahr al-Malik	Nahr al-Malik	canal and district in Baghdad	canal and district in Baghdad	10.4.4.2												533	canal	composite	
		472	Nahr Maʿqil `see` Maʿqil Canal	Nahr Maʿqil	Nahr Maʿqil							Maʿqil Canal			Maʿqil Canal					534	canal	canal	
410	https://usaybia.net/place/410	472	Nahr Ṣarṣar, one of the four main canals around Baghdad	Nahr Ṣarṣar	Nahr Ṣarṣar	one of the four main canals around Baghdad	one of the four main canals around Baghdad	8.2												535	canal	canal	
411	https://usaybia.net/place/411	472	al-Nahrawān, a town and system of canals on the lower Tigris River	al-Nahrawān	al-Nahrawān	a town and system of canals on the lower Tigris River	a town and system of canals on the lower Tigris River	8.27.4												536	settlement	settlement	
412	https://usaybia.net/place/412	472	Najaf, city in Iraq	Najaf	Najaf	city in Iraq	city in Iraq	8.29.1n												537	settlement	settlement	
413	https://usaybia.net/place/413	472	Naples	Naples	Naples			4.1.10.2n												538	#N/A	settlement	
414	https://usaybia.net/place/414	472	Nasā, a town in Khorasan	Nasā	Nasā	a town in Khorasan	a town in Khorasan	11.13.2.11										Nisā	https://usaybia.net/place/424	539	settlement	settlement	
415	https://usaybia.net/place/415	472	Naṣībīn (modern Nusaybin; ancient Nisibis or Nasibis), in south-eastern Analtolia, on the Syrian border	Naṣībīn	Naṣībīn	in south-eastern Analtolia, on the Syrian border	in south-eastern Analtolia, on the Syrian border	4.1.10.2n; 4.1.11.3n; 5.1.7; 5.1.16.1n; 8.1.2; 15.36.1	Nisibis	Nusaybin	Nusaybin									540	#N/A	settlement	
416	https://usaybia.net/place/416	472	Nāṣirī Hospital (al-Bīmāristān al-Nāṣirī), in Cairo	Nāṣirī Hospital	Nāṣirī Hospital	in Cairo	in Cairo	14.32.1n; 14.39.2n; 14.40.1n; 14.43.1; 14.47.2		al-Bīmāristān al-Nāṣirī	al-Bīmāristān al-Nāṣirī									541	hospital	hospital	
417	https://usaybia.net/place/417	472	Navas de Tolosa (al-ʿIqāb), city in today’s province of Jaén	Navas de Tolosa	Navas de Tolosa	city in today’s province of Jaén	city in today’s province of Jaén	13.71	al-ʿIqāb	al-ʿIqāb	al-ʿIqāb									542	settlement	settlement	
		472	Naysābūr `see` Nishapur	Naysābūr	Naysābūr							Nishapur			Nishapur					543	#N/A	#N/A	
418	https://usaybia.net/place/418	472	Nedroma (Nadrūmah), town near to the city of Tlemcen (Morocco)	Nedroma	Nedroma	town near to the city of Tlemcen (Morocco)	town near to the city of Tlemcen (Morocco)	13.81.1	Nadrūmah	Nadrūmah	Nadrūmah									544	settlement	settlement	
419	https://usaybia.net/place/419	473	Nighyā, settlement near al-Anbār	Nighyā	Nighyā	settlement near al-Anbār	settlement near al-Anbār	5.1.16.1												545	settlement	settlement	
420	https://usaybia.net/place/420	473	al-Nīl, town near al-Ḥillah in Iraq	al-Nīl	al-Nīl	town near al-Ḥillah in Iraq	town near al-Ḥillah in Iraq	10.56n												546	settlement	settlement	
421	https://usaybia.net/place/421	473	Nile, river (Baḥr al-Nīl)	Nile	Nile	river (Baḥr al-Nīl)	river (Baḥr al-Nīl)	8.21.4; 10.38.4; 13.58.4.5(p); 14.15n; 14.22.3.1; 14.25.3.1; 14.31.6n; 14.54.6n; 14.54.8n; 15.40.3												547	river	river	
422	https://usaybia.net/place/422	473	Nilometer (al-Miqyās)	Nilometer	Nilometer			14.31.6n		al-Miqyās	al-Miqyās									548	#N/A	building	
423	https://usaybia.net/place/423	473	Nineveh (Nīnawah), Iraq	Nineveh	Nineveh	Iraq	Iraq	2.1.4n; 11.13.7.9(p); 11.18n		Nīnawah	Nīnawah									549	#N/A	settlement	
424	https://usaybia.net/place/424	473	Nisā or Nasā, a village near Nishapur	Nisā	Nisā	a village near Nishapur	a village near Nishapur	8.10.4												550	settlement	settlement	
425	https://usaybia.net/place/425	473	Nishapur (Naysābūr, Nīsābūr; modern Nishapur), a city of north-eastern Khorasan province of Iran	Nishapur	Nishapur	a city of north-eastern Khorasan province of Iran	a city of north-eastern Khorasan province of Iran	7.7.2n; 7.9.2n; 11.5.12; 11.13.7.9(p); 11.19; 11.20; 14.36.2n	Naysābūr	Naysābūr, Nīsābūr	Naysābūr, Nīsābūr									551	settlement	settlement	
		473	Nisibis `see` Naṣībīn	Nisibis	Nisibis							Naṣībīn			Naṣībīn					552	#N/A	#N/A	
426	https://usaybia.net/place/426	473	al-Niẓāmiyyah Law College (al-Madrasah al-Niẓāmiyyah), in Baghdad	al-Niẓāmiyyah Law College	al-Niẓāmiyyah Law College	in Baghdad	in Baghdad	10.64.2; 10.81.4; 14.22.5.1n; 15.40.2	al-Madrasah al-Niẓāmiyyah	al-Madrasah al-Niẓāmiyyah	al-Madrasah al-Niẓāmiyyah									553	madrasa	madrasa	
		473	North Africa (excluding Egypt) `see` Maghrib	North Africa	North Africa			8.21.4		excluding Egypt		Maghrib			Maghrib					554	#N/A	#N/A	
427	https://usaybia.net/place/427	473	Nūrī Hospital, ‘the Great Hospital’ (al-Bīmāristān al-Nūrī, al-Bīmāristān al-Kabīr) founded by Nūr al-Dīn in Damascus in 543/1154	Nūrī Hospital	Nūrī Hospital	‘the Great Hospital’ (al-Bīmāristān al-Nūrī, al-Bīmāristān al-Kabīr) founded by Nūr al-Dīn in Damascus in 543/1154	‘the Great Hospital’ (al-Bīmāristān al-Nūrī, al-Bīmāristān al-Kabīr) founded by Nūr al-Dīn in Damascus in 543/1154	15.9; 15.13; 15.23.4.2; 15.24; 15.30; 15.33; 15.34; 15.35; 15.36.1; 15.37.1; 15.38; 15.39; 15.42; 15.46.3; 15.50.1; 15.50.3; 15.50.5; 15.51.3; 15.51.6; 15.52.1; 15.53; 15.57.1; ＡＩ.2n	the Great Hospital											555	hospital	hospital	
		473	Old Cairo (Miṣr al-Qadīmah) `see` Fustat; `see also` Qaṣr al-Shamaʿ	Old Cairo	Old Cairo					Miṣr al-Qadīmah	Miṣr al-Qadīmah	Fustat			Fustat			Qaṣr al-Shamaʿ	https://usaybia.net/place/458	556	#N/A	#N/A	
428	https://usaybia.net/place/428	473	Olynthus, ancient Greek city in Chalcidice	Olynthus	Olynthus	ancient Greek city in Chalcidice	ancient Greek city in Chalcidice	4.6.2.1												557	settlement	settlement	
429	https://usaybia.net/place/429	473	Osuna (Ushūnah), city in the province of Seville (Spain)	Osuna	Osuna	city in the province of Seville (Spain)	city in the province of Seville (Spain)	13.33n	Ushūnah	Ushūnah	Ushūnah									558	settlement	settlement	
		473	Otrar `see` Fārāb	Otrar	Otrar							Fārāb			Fārāb					559	#N/A	#N/A	
430	https://usaybia.net/place/430	473	Oxus river	Oxus river	Oxus river			10.68.2.1n												560	river	river	
431	https://usaybia.net/place/431	473	Palermo, city in Sicily	Palermo	Palermo	city in Sicily	city in Sicily	4.6.3.3												561	settlement	settlement	
432	https://usaybia.net/place/432	473	Palestine (Filasṭīn)	Palestine	Palestine			5.1.37 no. 115; 8.20.10; 8.20.11; 12.6	Filasṭīn	Filasṭīn	Filasṭīn									562	#N/A	composite	
433	https://usaybia.net/place/433	473	Palmyra (Tadmur), ancient city of Syria	Palmyra	Palmyra	ancient city of Syria	ancient city of Syria	15.49.6.1n	Tadmur	Tadmur	Tadmur									563	settlement	settlement	
434	https://usaybia.net/place/434	473	Pechina (Bajjānah), city in today’s province of Almería (Spain)	Pechina	Pechina	city in today’s province of Almería (Spain)	city in today’s province of Almería (Spain)	13.71	Bajjānah	Bajjānah	Bajjānah									564	settlement	settlement	
435	https://usaybia.net/place/435	473	Peloponnese, peninsula and region in southern Greece	Peloponnese	Peloponnese	peninsula and region in southern Greece	peninsula and region in southern Greece	2.1.1n												565	region	region	
436	https://usaybia.net/place/436	473	Pelusium, ancient city on the eastern fringe of the Nile delta	Pelusium	Pelusium	ancient city on the eastern fringe of the Nile delta	ancient city on the eastern fringe of the Nile delta	4.1.10.5n										Faramā	https://usaybia.net/place/199	566	settlement	settlement	
437	https://usaybia.net/place/437	473	Perfume Market (Sūq al-ʿIṭr), in Baghdad	Perfume Market	Perfume Market	in Baghdad	in Baghdad	10.64,7	Sūq al-ʿIṭr	Sūq al-ʿIṭr	Sūq al-ʿIṭr									567	designated-space	designated-space	
438	https://usaybia.net/place/438	473	Pergamum (Pergamon, Farghāmus; modern Bergama), a Greek city in the Aeolis region of western Asia Minor	Pergamum	Pergamum	a Greek city in the Aeolis region of western Asia Minor	a Greek city in the Aeolis region of western Asia Minor	1.6; 5.1.15; 5.1.18.1; 5.1.25; 5.1.26; 5.1.37 no. 36n	Farghāmus	Pergamon, Farghāmus	Pergamon, Farghāmus, Bergama									568	settlement	settlement	
439	https://usaybia.net/place/439	473	Persia (Fārs [specifically for southern Iran] `or` Bilād al-ʿAjam, a vague term for an area rather larger than modern Iran)	Persia	Persia			1.1; 1.5; 2.1.3; 4.1.5; 4.1.9.2; 7.1.1; 7.5.6n; 8.3.4; 8.5.2; 8.20.6; 8.20.11n; 8.29.9; 10.37.3; 10.38.4; 10.64.1; 11.5.14; 11.10; 11.16; 11.17; 11.19.3; 11.19.5; 11.20; 11.21; 14.22.4.3n??; 14.32.4n; 15.30; 15.40	Fārs	Fārs [specifically f, southern Iran] `or` Bilād al-ʿAjam, a vague term f, an area rather larger than, Iran	Fārs, Bilād al-ʿAjam									569	region	region	
440	https://usaybia.net/place/440	473	Petra, ancient city in southern Jordan	Petra	Petra	ancient city in southern Jordan	ancient city in southern Jordan	1.5n; 4.1.11.3n												570	settlement	settlement	
441	https://usaybia.net/place/441	473	Pharos, Raʾs al-Tīn quarter of Alexandria	Pharos	Pharos	Raʾs al-Tīn quarter of Alexandria	Raʾs al-Tīn quarter of Alexandria	6.1.3												571	quarter	quarter	
442	https://usaybia.net/place/442	473	Phrygia (Afrūjiyā) – an ancient and in part mythical kingdom in the west-central part of Asia Minor	Phrygia	Phrygia			1.1	Afrūjiyyā	Afrūjiyā	Afrūjiyā									572	#N/A	state	
443	https://usaybia.net/place/443	473	Pontus, ancient region on the southern coast of the Black Sea	Pontus	Pontus	ancient region on the southern coast of the Black Sea	ancient region on the southern coast of the Black Sea	4.1.10.2n; 8.20.11n												573	region	region	
