source	target	book	part	pg	ch-num	ch-title
عبد الرزاق بن أحمد بن الحسن الميمندي	عبد الصمد الأزدي	 DQ 	 2 	 908 	7	شعراء بلخ
 أبو الحسن النعيمي	أحمد بن محمد العنبري السجزي أبو بكر	 DQ 	 2 	 928 	7	شعراء بلخ
 أبو الحسن النعيمي	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 928 	7	شعراء بلخ
أحمد بن محمد العنبري السجزي أبو بكر	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 928 	7	شعراء بلخ
أبو محمد الفندورجي ناصح الدولة	الثعالبي	 DQ 	 2 	 1063 	8	طبقات نيسابور
أبو محمد الفندورجي ناصح الدولة	طاهر المستوفي	 DQ 	 2 	 1063 	8	طبقات نيسابور
أبو محمد الفندورجي ناصح الدولة	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 1063 	8	طبقات نيسابور
الثعالبي	طاهر المستوفي	 DQ 	 2 	 1063 	8	طبقات نيسابور
الثعالبي	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 1063 	8	طبقات نيسابور
طاهر المستوفي	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 1063 	8	طبقات نيسابور
أبو جعفر البحاثي	أبو نصر بن مشكان	 DQ 	 2 	 1064 	8	طبقات نيسابور
أبو جعفر البحاثي	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 1064 	8	طبقات نيسابور
أبو جعفر البحاثي	المتنبي	 DQ 	 2 	 1064 	8	طبقات نيسابور
أبو نصر بن مشكان	عبد الصمد الطبري أبو القاسم	 DQ 	 2 	 1064 	8	طبقات نيسابور
أبو نصر بن مشكان	المتنبي	 DQ 	 2 	 1064 	8	طبقات نيسابور
عبد الصمد الطبري أبو القاسم	المتنبي	 DQ 	 2 	 1064 	8	طبقات نيسابور
 أبو محمد الحمداني	عبد العزيز بن محمد الشيرازي أبو مسلم	 DQ 	 1 	 485 	4	شعراء الري والجبال واصفهان وفارس وكرمان
أبو جعفر البحاثي	أبو الحسن القناد	 DQ 	 1 	 310 	3	فضلاء العراق
أبو جعفر البحاثي	أبو القاسم المهلبي	 DQ 	 1 	 310 	3	فضلاء العراق
أبو جعفر البحاثي	آل بويه	 DQ 	 1 	 310 	3	فضلاء العراق
أبو جعفر البحاثي	 عبد العزيز بن يوسف أبو القاسم	 DQ 	 1 	 310 	3	فضلاء العراق
أبو جعفر البحاثي	عضد الدولة	 DQ 	 1 	 310 	3	فضلاء العراق
أبو جعفر البحاثي	الفضل بن محمد الراوندي أبو الفضل	 DQ 	 1 	 310 	3	فضلاء العراق
أبو الحسن القناد	أبو القاسم المهلبي	 DQ 	 1 	 310 	3	فضلاء العراق
أبو الحسن القناد	آل بويه	 DQ 	 1 	 310 	3	فضلاء العراق
أبو الحسن القناد	 عبد العزيز بن يوسف أبو القاسم	 DQ 	 1 	 310 	3	فضلاء العراق
أبو الحسن القناد	عضد الدولة	 DQ 	 1 	 310 	3	فضلاء العراق
أبو الحسن القناد	الفضل بن محمد الراوندي أبو الفضل	 DQ 	 1 	 310 	3	فضلاء العراق
أبو القاسم المهلبي	آل بويه	 DQ 	 1 	 310 	3	فضلاء العراق
أبو القاسم المهلبي	 عبد العزيز بن يوسف أبو القاسم	 DQ 	 1 	 310 	3	فضلاء العراق
أبو القاسم المهلبي	عضد الدولة	 DQ 	 1 	 310 	3	فضلاء العراق
أبو القاسم المهلبي	الفضل بن محمد الراوندي أبو الفضل	 DQ 	 1 	 310 	3	فضلاء العراق
آل بويه	 عبد العزيز بن يوسف أبو القاسم	 DQ 	 1 	 310 	3	فضلاء العراق
آل بويه	عضد الدولة	 DQ 	 1 	 310 	3	فضلاء العراق
آل بويه	الفضل بن محمد الراوندي أبو الفضل	 DQ 	 1 	 310 	3	فضلاء العراق
 عبد العزيز بن يوسف أبو القاسم	عضد الدولة	 DQ 	 1 	 310 	3	فضلاء العراق
 عبد العزيز بن يوسف أبو القاسم	الفضل بن محمد الراوندي أبو الفضل	 DQ 	 1 	 310 	3	فضلاء العراق
عضد الدولة	الفضل بن محمد الراوندي أبو الفضل	 DQ 	 1 	 310 	3	فضلاء العراق
اسماعيل بن عباد	 عبد العزيز بن يوسف أبو القاسم	 DQ 	 1 	 311 	3	فضلاء العراق
أبو الحرث الأصفهاني	أبو عامر الجرجاني	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الحرث الأصفهاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو الحرث الأصفهاني	الكافي العماني المجوسي	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	الكافي العماني المجوسي	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
عبد القاهر بن عبد الرحمن الجرجاني	الكافي العماني المجوسي	 DQ 	 1 	 127 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو عامر الجرجاني	أبو المجد	 DQ 	 1 	 563 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 563 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو المجد	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 563 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	الزمخشري	 DQ 	 1 	 566 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 566 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	ياقوت الحموي	 DQ 	 1 	 566 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
الزمخشري	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 566 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
الزمخشري	ياقوت الحموي	 DQ 	 1 	 566 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عبد القاهر بن عبد الرحمن الجرجاني	ياقوت الحموي	 DQ 	 1 	 566 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 567 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	ياقوت الحموي	 DQ 	 1 	 567 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عبد القاهر بن عبد الرحمن الجرجاني	ياقوت الحموي	 DQ 	 1 	 567 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 568 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	 العرب	 DQ 	 1 	 568 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عبد القاهر بن عبد الرحمن الجرجاني	 العرب	 DQ 	 1 	 568 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
أبو عامر الجرجاني	عبد القاهر بن عبد الرحمن الجرجاني	 DQ 	 1 	 578 	5	من فضلاء جرجان واستراباد وقومس ودهستان وخوارزم وماوراء النهر
عبد الكريم السمعاني	 علي بن موسى الموسوي أبو القاسم	 DQ 	 2 	 843 	7	شعراء بلخ
ألب أرسلان السلطان السلجوقي	عبد الكريم بن هوازن القشيري أبو القاسم	 DQ 	 2 	 993 	8	طبقات نيسابور
ابن شافع الهاشمي	عبد الله الرزجاهي	 DQ 	 2 	 834 	7	شعراء بلخ
عبد الله بن أبي طالب الفتى	فارس بن عيار حسام الدولة	 DQ 	 1 	 384 	3	فضلاء العراق
أبو سعد الكاتب بن دوست	عبد الله بن اسماعيل الميكالي أبو محمد	 DQ 	 2 	 953 	8	طبقات نيسابور
أبو سعد الكاتب بن دوست	يعقوب بن أحمد النيسابوري	 DQ 	 2 	 953 	8	طبقات نيسابور
عبد الله بن اسماعيل الميكالي أبو محمد	يعقوب بن أحمد النيسابوري	 DQ 	 2 	 953 	8	طبقات نيسابور
أبو ابراهيم الميكالي	أحمد بن علي أبو نصر	 DQ 	 2 	 1105 	8	طبقات نيسابور
أبو ابراهيم الميكالي	عبد الله بن اسماعيل الميكالي أبو محمد	 DQ 	 2 	 1105 	8	طبقات نيسابور
أحمد بن علي أبو نصر	عبد الله بن اسماعيل الميكالي أبو محمد	 DQ 	 2 	 1105 	8	طبقات نيسابور
عبد الله بن جابر	نظام الملك	 DQ 	 1 	 247 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو حرب الدينوري	 أبو محمد الحمداني	 DQ 	 1 	 344 	3	فضلاء العراق
أبو حرب الدينوري	عبد الله بن العباس الطالبي	 DQ 	 1 	 344 	3	فضلاء العراق
 أبو محمد الحمداني	عبد الله بن العباس الطالبي	 DQ 	 1 	 344 	3	فضلاء العراق
ابن برهان النحوي	أبو سعيد الكرابيسي	 DQ 	 1 	 316 	3	فضلاء العراق
ابن برهان النحوي	 أبو محمد الحمداني	 DQ 	 1 	 316 	3	فضلاء العراق
ابن برهان النحوي	عبد الله بن عبد الرزاق	 DQ 	 1 	 316 	3	فضلاء العراق
أبو سعيد الكرابيسي	 أبو محمد الحمداني	 DQ 	 1 	 316 	3	فضلاء العراق
أبو سعيد الكرابيسي	عبد الله بن عبد الرزاق	 DQ 	 1 	 316 	3	فضلاء العراق
 أبو محمد الحمداني	عبد الله بن عبد الرزاق	 DQ 	 1 	 316 	3	فضلاء العراق
أبو بكر القهستاني	الاتراك	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو بكر القهستاني	البلخي شرف السادة	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو بكر القهستاني	عبد الله بن سيف الدولة	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
أبو بكر القهستاني	المتنبي	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	البلخي شرف السادة	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	عبد الله بن سيف الدولة	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
الاتراك	المتنبي	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
البلخي شرف السادة	عبد الله بن سيف الدولة	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
البلخي شرف السادة	المتنبي	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
عبد الله بن سيف الدولة	المتنبي	 DQ 	 1 	 237 	2	طبقات شعراء الشام وديار بكر وآذربايجان والجزيرة وسائر بلاد المغرب
حمزة السهمي	الدولة الصفوية	 DQ 	 1 	 37 	0	[frontmatter]
حمزة السهمي	الشافعية	 DQ 	 1 	 37 	0	[frontmatter]
حمزة السهمي	الشيعة	 DQ 	 1 	 37 	0	[frontmatter]
حمزة السهمي	عبد الله بن طاهر	 DQ 	 1 	 37 	0	[frontmatter]
الدولة الصفوية	الشافعية	 DQ 	 1 	 37 	0	[frontmatter]
الدولة الصفوية	الشيعة	 DQ 	 1 	 37 	0	[frontmatter]
الدولة الصفوية	عبد الله بن طاهر	 DQ 	 1 	 37 	0	[frontmatter]
